frame,timestamp,gripL_ow,gripL_ox,gripL_oy,gripL_oz,gripL_px,gripL_py,gripL_pz,gripR_ow,gripR_ox,gripR_oy,gripR_oz,gripR_px,gripR_py,gripR_pz,clutch,gripL_jaw_p,gripL_jaw_f,gripR_jaw_p,gripR_jaw_f,omniL_ow,omniL_ox,omniL_oy,omniL_oz,omniL_px,omniL_py,omniL_pz,omniR_ow,omniR_ox,omniR_oy,omniR_oz,omniR_px,omniR_py,omniR_pz,omnil_fx,omnil_fy,omnil_fz,omnir_fx,omnir_fy,omnir_fz
44,1516642883,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.187501,0.815119,0.530214,-0.138912,0.0997957,-0.065906,-0.111435,1,0.599963,0.00723335,0.599963,0.000293987,-0.0759927,-0.0928592,0.961937,0.245519,36.899,-83.6566,-3.65326,0.238299,0.0344844,0.951601,0.190999,4.13391,-84.3158,14.4064,-1.5853,0.168015,0.54723,0,0,0
45,1516642892,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.187373,0.815187,0.530183,-0.138804,0.099795,-0.0658903,-0.111412,1,0.599963,0.00687182,0.599963,0.000213648,-0.0753778,-0.0927022,0.961985,0.245578,36.899,-83.6566,-3.65326,0.23884,0.0339307,0.951623,0.190311,4.13802,-84.0714,14.5881,-1.5853,0.168015,0.54723,0,0,0
46,1516642910,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.186552,0.815418,0.530301,-0.138103,0.0997993,-0.0658579,-0.111362,1,0.599963,0.0065103,0.599963,0.000293987,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238656,0.0338637,0.95175,0.189919,4.21526,-83.9221,14.6738,-1.5853,0.168015,0.54723,0,0,0
47,1516642919,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.18619,0.8156,0.530198,-0.137913,0.0997842,-0.0658329,-0.11132,1,0.599963,0.00763505,0.599963,0.000936701,-0.075359,-0.0925975,0.962152,0.24497,36.899,-83.6566,-3.65326,0.238071,0.0335305,0.952057,0.189169,4.21913,-83.5692,14.8417,-1.5853,0.168015,0.54723,0,0,0
48,1516642932,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.185718,0.815769,0.530171,-0.137658,0.0997707,-0.0658019,-0.111264,1,0.599963,0.00735386,0.599963,9.31388e-05,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.238496,0.033584,0.952031,0.188755,4.29649,-83.4197,14.927,-1.5853,0.168015,0.54723,0,0,0
49,1516642948,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.184839,0.816111,0.530096,-0.137098,0.0997413,-0.0657422,-0.111156,1,0.599963,0.0074342,0.599799,0.000816192,-0.0765258,-0.0924337,0.962082,0.244944,36.899,-83.6566,-3.65326,0.23814,0.0333424,0.95236,0.187585,4.45387,-83.0787,15.1974,-1.5853,0.168015,0.54723,0,0,0
50,1516642959,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.184369,0.816286,0.530075,-0.136773,0.0997241,-0.0657104,-0.111106,1,0.599963,0.00679148,0.599963,0.000173478,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.237962,0.0332212,0.952524,0.187,4.53255,-82.854,15.3255,-1.5853,0.168015,0.54723,0,0,0
51,1516642972,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.183872,0.816448,0.530088,-0.136424,0.0997025,-0.0656755,-0.111053,1,0.599963,0.00727352,0.599963,0.000494835,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.237587,0.0331381,0.952736,0.186408,4.68691,-82.6291,15.4513,-1.5853,0.168015,0.54723,0,0,0
52,1516642991,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.183087,0.816647,0.530201,-0.135847,0.0996562,-0.0656191,-0.110961,1,0.599963,0.00642996,0.599963,0.000976871,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.236642,0.0330084,0.953208,0.185217,5.07191,-82.1788,15.6997,-1.5853,0.168015,0.54723,0,0,0
53,1516643002,-0.0208759,0.666326,0.674035,-0.3182,-0.142593,-0.085179,-0.0904662,0.182542,0.816737,0.530358,-0.135421,0.0996125,-0.0655789,-0.110894,1,0.599963,0.00715301,0.600126,0.00113755,-0.075974,-0.092754,0.962104,0.244911,36.899,-83.6566,-3.65326,0.235462,0.0328436,0.953618,0.184639,5.30266,-81.9534,15.8221,-1.5853,0.168015,0.54723,0,0,0
